,author,date,like,comment,public
418,@RahmatRidwan13,2024-06-14T11:37:02Z,0,"saran buat para buruh , jangan mau di hasut oleh asosiasi pekerja .. mereka selalu membela pengusaha , coba lihat semua kasus demo asosiasi pekerja .. semua pasti karena pengusaha merasa di rugi kan .. kalo mereka membela buruh , tak mungkin mempersulit para buruh dengan potongan penyalur kerja yg sangat besar di banding 2,5 persen Tapera",True
419,@RahmatRidwan13,2024-06-14T11:34:44Z,0,"Bila ada kerusuhan di demo antara asosiasi pekerja di bantu buruh dengan pihak pemerintah keamanan polisi .. banyak korban para buruh .. gw bersyukur , semakin banyak buruh yg tewas .. disitu semakin terbuka lebar peluang pengangguran mendapatkan pekerjaan",True
420,@RahmatRidwan13,2024-06-14T11:33:06Z,0,"gw pengangguran, dan rakyat miskin yg susah mencari kerja hanya mengandalkan dari ojol dengan insentif kecil , sekarang mendukung pemerintah untuk program Tapera , kalo di suruh pemerintah untuk melawan atau perang saudara dengan asosiasi pekerja yg di bantu buruh sekalipun , gw siap matti .. daripada nyari kerja tetap di persulit oleh asosiasi yg selalu mendukung pengusaha",True
421,@RahmatRidwan13,2024-06-14T11:29:52Z,0,"asosiasi pekerja itu membela pengusaha , musuh para pencari kerja atau pengangguran, syarat batasan usia dan syarat2 mencari kerja di persulit , mitra kerja semau nya pengusaha memecat tanpa ada jaminan apapun , walaupun udah mau tunggu THR beberapa hari bisa di pecat sepihak , yayasan penyalur kerja memotong gaji karyawan kontrak se enak jidat , asosiasi pekerja apa bergerak ? tidak lah, asosiasi pekerja itu di tunggangi pengusaha, kecuali pengusaha di rugi kan , baru mereka menghasut para buruh untuk demo , itu fungsi nyata ada nya asosiasi pekerja",True
422,@PamansamSam-xg2cs,2024-06-14T11:27:06Z,0,Ora relate lur 😢,True
423,@RahmatRidwan13,2024-06-14T11:26:29Z,0,"pasti yg protes keras pengusaha , takut rugi .. hitung ajah .. setiap perusahaan harus membayar 0,5 persen = ratusan milyar rupiah tiap bulan , buruh di jadikan alat oleh asosiasi pekerja yg membela pengusaha dari dulu , pengusaha di rugikan asosiasi pekerja langsung bergerak , buruh kalo di bantu asosiasi pekerja , potongan yayasan penyalur kerja padahal lebih besar , bukan 2,5 persen , ojol demo insentif kecil , asosiasi tutup mata .. gaji buruh 10 juta juga paling kena 250 ribu , coba pengusaha : 0,5 persen itu ratusan milyar rupiah ..",True
424,@deniirfan3593,2024-06-14T11:08:45Z,0,"DIKORUPSI BROO, udah no debat",True
425,@melonmanis,2024-06-14T10:59:50Z,0,"Masih gondok sm kasus korupsi SYL, duit kementrian dipake buat skin care cucu... Gila koq gak kira2... 😂 Gimana rakyat mo percaya ygy",True
426,@user-sz2by6fe5g,2024-06-14T10:32:24Z,0,"Kayaknya para korup di matikan dulu,",True
427,@TheGojila,2024-06-14T10:19:49Z,0,sahkan uu perampasan aset!,True
428,@tanaiyohrbbchannel1808,2024-06-14T09:59:58Z,0,"Dari Rakyak untuk Rakyat❌
Dari Rakyat untuk Elit✅",True
429,@tegohadipujianto5044,2024-06-14T09:56:06Z,0,Wakakakakakakka si pro jow jossssss.. bentar lg dapet undangan upacara di IKN😂😂😂😂😂,True
430,@yuandarahmath693,2024-06-14T09:56:01Z,0,"problem2 utang masih belum clear, problem ya bukan yang sukses
kaya pensiunan, waskita, dsb",True
431,@user-hh6xy9ov2d,2024-06-14T09:47:58Z,0,cakemu rusak,True
432,@user-kn5md2ls9h,2024-06-14T08:50:45Z,0,Dengan penjelasan ini minimal rakyat 58% menjadi paham,True
433,@seatlle1641,2024-06-14T08:11:24Z,0,"Uang swasta dikelola PNS 😂😂😂
Mereka cuma mau naikin tunjangan kinerja 😂😂😂",True
434,@tariksis7239,2024-06-14T08:05:20Z,0,"Mending gk usah lah. Tengo trek rekote pemerintah Konoha yang buruk
Ini peluang besar buat koruptor",True
435,@Kia_Junior,2024-06-14T07:13:48Z,1,"Jangankan 3% 😢 15-20% pun bisa, asalakan pengelolaannya tepat bijak dan transparan serta Indonesia harus 0% Korupsi dulu !!!😅😊 Program Tapera Bagus Jika sudah tidak ada Korupsi di Indonesia dan UMR Minimal sudah di angka 7jtaan",True
436,@cahyosilvester,2024-06-14T07:02:17Z,0,"Coba nonton Malaka Project, disitu ntr dijelasin sama Jerome hitungannya. Secara hitungan matematika ndak masuk akal. Kecuali sistemnya, pemerintah sudah menyediakan hunian dahulu. Kemudian baru dipotong dari gaji hingga lunas. Tapi kan harga properti ndak masuk akal kenaikkan tiap tahun. So, silahkan menilai sendiri dengan kalkulasi pendapatan masing-masing. CMIIW.",True
437,@vinamekasarish1180,2024-06-14T06:41:51Z,0,"Kalau aku sih mikirnya udah lebih dari sekedar ini, yg dihadapi ke depan semisal udah jalan Tapera, bkn hanya  terkait dengan kepercayaan rakyat ke pemerintahan aja, terkait dengan aliran dana dsb, tp masalah akan timbul lagi setelah jalan terkait dengan pembangunan property nya, pasti kerjasama dengan pihak ketiga dengan developer, seperti yg kita tahu, banyak banget developer sekarang yg ""nakal"", akankah aman uang yg udah disetor rakyat???? yakin aman terkait proyek2 pembangungan oleh calon para developer nanti?",True
438,@sufiannoor3810,2024-06-14T06:30:34Z,1,"Sebernya bagus aja sih program program pemerintah, masalah utamanya gk jujurnya itu loh",True
439,@stan-qf3dk,2024-06-14T06:16:42Z,0,udah lah indonesia jadi hiperkapitalis aja,True
440,@GN-rp8xv,2024-06-14T06:12:14Z,0,"lu kayak gk tahu aja bro.
YG selalu JADI MASALAH adalah...
     *IN-TE-GRI-TAS*
Masak lu gak tahu?

BPJS Kesehatan saja jadi bancakan. Ane pernah dikasih obat cuma 2 tablet tapi ditulisnya 2 box. Tadinya ane mau protes, mau lapor, tapi gak jadi lah. Soale ane yakin gak akan ada hasilnya. Yg dihadapi adalah MAFIA.

Wong Dana ASABRI saja dikorupsi. Itu miliknya militer lho, masih berani dikorupsi. Apalagi Tapera miliknya orang-orang kecil.

Sewaktu pandemi Covid-19 bro gak tahu klo banyak yg mati bukan karena Covid-19 tapi dilaporkan mati akibat Covid-19 oleh oknum RS?

Sekali lagi ya bro... YG jadi MASALAH di negara tersebut adalah *IN-TE-GRI-TAS*",True
441,@noobee1,2024-06-14T05:51:48Z,0,kalo di bilang program jenius yap bener tapi ingat ini INDONESIA DIMANA KORUPSI ADALAH BUDAYA DI INI. jadi aku harus ngasih 3% dari gaji ku buat makan orang orang atas? yg bener aja orang PNS aja masih red flag kok sekarang merambat ke rakyat kecil,True
442,@arimusic9403,2024-06-14T05:34:20Z,0,Biaya Tapera bwt pembangunan IKN kurang dana,True
443,@irelanesiamapping,2024-06-14T05:23:33Z,0,Rakyat banyak yang ga setuju tapera karena takut DIKORUPSI,True
444,@bimabargawa-yh3eo,2024-06-14T05:02:16Z,0,"Biar rumah baru laku. Biar harga rumah terkerek naik lagi. Biar developer cuan.......  yg bener turunkan harga rumah gorengan 😅...... kmaren pembatasan usia mobil, biar laku mobil baru kan? 😅 skrgg ini  rumah.....😅",True
445,@flaviuskenneth2232,2024-06-14T03:27:26Z,0,rumah subsidi di indo ada brp banyak dan masyarakat indonesia ada brp?????,True
446,@LayarMotivasi719,2024-06-14T03:26:41Z,1,"Bos bos klo sistem DI INDONESIA sudah bersih dari KORUPSI OK lah sistem Tapera ini DIBERLAKUKAN 
TPI dana pensiun aja TNI aja dikorop apa lagi dana Tampera
Indonesia ini sudah kritis bos  pemerintah Indonesia sudah RUSAK",True
447,@digitalnomad_lpg4342,2024-06-14T03:14:51Z,0,Info cara pindah kewarganegaraan guys🙏🏻,True
448,@journeytoreturn3432,2024-06-14T03:14:38Z,0,"Trust-nya diperbaikin dulu. Sistem diperbaiki dulu. Kalau sistem 1 Data Indonesia sudah jalan, termasuk 1 data untuk Kesehatan, Kependudukan, Bisnis, Asuransi, termasuk Pewarisan udah jalan, InsyaAllah bisa jalan sih.

Coz Teori Dasarnya adalah Power tend corrupt. Absolute Power corrupt absolutely. Tanda tangan itu Power. So ditunggu Aplikasi dan Sistem Satu Data Indonesia nya untuk Indonesia yang lebih baik. InsyaAllah amin yra.🙏🏾🙏🏾🙏🏾",True
449,@galihcarpenter,2024-06-14T02:44:47Z,0,"Instansi di Indonesia emang pada ga Bener
Ngelola Anggaran Pengadaan Dana aja buat Bahan Bancakan. Uang Rakyat pun pada berlomba2 di Korupsi 
belum lagi Kebobrokan hampir seluruh Instansi di Indonesia remuukk boosss
Kasus Jiwasraya + Asabri Dll tu gimana?? Wkwkwkk rakyat cuma bisa manyun

Laini Gaji Rakyat dipangkas (Bakal dikelola Pemerintah bla3x sampai pensiun) 😂🤣😂 
Gileeee ajaaa mau Percaya??

Sama aja Kasih duit kerjamu dikelola Maling 😂",True
450,@mamikprakoso3016,2024-06-14T02:26:36Z,0,Sudah pasti uang Tapera akan d korupsi o manusia2 tamak biadab d negara ini dn nggak akan yg tnggungjwb. Kepercyaan wrga kpd negara ini sdh nggak ada,True
451,@youtuberbingung1293,2024-06-14T02:26:15Z,0,Untung lo bilang bercanda bro.. Kalo gak mau gua counter.. Walau sebusanya....,True
452,@ariantaziz7294,2024-06-14T02:25:58Z,0,"pemerintah banyak korup, jadi ga bisa dipercaya,",True
453,@yufanzbellamy387,2024-06-14T02:23:53Z,0,"IKN saat ini di topang dari APBN, duit TAPERA buat danai IKN. As simple as that",True
454,@lordrobb5374,2024-06-14T02:20:14Z,0,Semua program pemerintah bisa berjalan mulus dari atas sampai bawah jika uu hukum mati dan rampas harta koruptor sudah sah. Gimana pdi? Mau ttd? Ingat kata kata bambang pacul,True
455,@TukangSunatBansos,2024-06-14T02:13:23Z,0,"Tabungan TNI aja disikat apalagi  orang biasa, maaf sampe detik ini saya tidak pernah percaya sm pemerintah sesimpel itu aja mikirnya",True
456,@ranarts112,2024-06-14T02:00:48Z,1,Makasih Mata Pelajarannya bang 😀,True
457,@aplussthreedesign6576,2024-06-14T02:00:39Z,0,"Bukannya kita gak suka sama program TAPERA, menurut saya itu program yg baik,
cmn masalahnya pejabat di negera konoha itu belum bisa di percaya, karena banyaknya program pemerintah yg di KORUPSI oleh pejabatnya itu sndri...",True
458,@sandinormansyah7231,2024-06-14T01:42:20Z,0,"JAMAN PENJAJAHAN BELANDA : KERJA PAKSA (RODI)
JAMAN PENJAJAHAN PEMERINTAH SENDIRI: TABUNG PAKSA 

NUNGGU PRESIDEN SELANJUT NYA LAH YANG BERANI BENER BENER BIKIN RAKYAT SEJAHTERA , CAPE 2 PERIODE  (UNTUNG GAK MILIH)",True
459,@uncover2752,2024-06-14T01:41:03Z,0,"INDONESIA is GOTHAM, so we need THE BATMAN here, or at least THE JOKER.",True
460,@duduk9191,2024-06-14T01:32:13Z,0,Pemerintah komitmen membahagiakan rakyatnya,True
461,@ardiandenyr.c1316,2024-06-14T01:30:56Z,0,"mirip dengan investasi bodong ga sihhh , slama koruptor merajalela di negeri ini , rakyat gak ada trust dengan propgram pemerintah , apa lg ini pemerintah hny mengelola dana rakyat, trus ga yakin apakah nnt bs cair atau lenyap dana nya spt Taspen dan Asabri,  ini  pemerintah ngumpulin duit bulanan dr rakyat xx Triliun / bln dan uang nya untuk investasi lagi atau cicil hutang yg mau jatuh tempo. dana segar dan dana cepat terkumpul.",True
462,@gunturpradana50,2024-06-14T01:29:43Z,0,"Gw setuju Ada Tapera,Tapi


1 disahkan dulu Hukuman Mati Untuk Koruptor + Perampasan Aset 7 Turunan

2 Hukuman Mati Mafia2 pajak,narkoba,pertanian,pendidikan,pertambangan dll

3 bentuk tim khusus seperti ""PETRUS"" Jika Point no 1 dan 2 ga berani di Sah kan",True
463,@asepfahruljaelani9566,2024-06-14T01:28:46Z,0,80 % pegawai sudah punya rumah...sebenarnya Pemerintah mau pinjam uang rakyat untuk IKN..APBN sudah defisiit....yang sudah-sudah pengelolaannya bakak dikorupsi...,True
464,@yuuvaledstorm,2024-06-14T01:18:39Z,0,Tapera adalah pungutan liar yang diselenggarakan dan dilegalkan oleh pemerintah 🗿,True
465,@ramliseiko,2024-06-14T01:08:53Z,0,"Pemerataan dana ponzi terselubung,  rakyat menolak tapera asli tipu2, giliran narik dana pasti sulit",True
466,@desudi5206,2024-06-14T00:53:48Z,0,Observasinya keren!,True
467,@haritaonline,2024-06-14T00:53:36Z,0,"Geniusss Banget nih program
Ni Raymond smangat banget 
Senyum2 liatnya

Ngebagus2in program yang tidak terbukti dan tidak ada sukses story nya",True
468,@herlambangwae607,2024-06-14T00:42:17Z,0,Jenius ndasmu,True
469,@user-kf5kw3lp4h,2024-06-14T00:04:21Z,0,Dibayar berapa sama pemerintah..?,True
470,@MR-DNMOTOVLOG,2024-06-13T23:07:24Z,0,Jika konsepnya seperti negara lainnya setuju saja. Sayangnya keyataanya tak seperti mereka jadi ladang baru.,True
471,@sharebakatlo9225,2024-06-13T20:47:25Z,0,Setuju sih tapi syaratnya koruptor dihukum mati🎉🎉,True
472,@FolksStuff,2024-06-13T20:26:39Z,0,"Klo mau yg jenius, buatin dulu rumahnya. Trs rakyat dengan kualifikasi tertentu bs nyicil dengan program tapera dengan persen dihitung berdasarkan kontrak kerja dsb. 

Lagian ngapain mikir tapera, kejauhan bos. Yang deket2 aja. Brantas dl korupsi, kasih hukuman mati korupsi, g usah pake tapera, spt kata prof mahfud, klo di kelola dengan benar, rakyat Indonesia duduk manis dapat 20jt per bulan. Saya lbh percaya prof mahfud",True
473,@tinstino6436,2024-06-13T18:30:50Z,0,"sebelum komen negatif tapera, baca dulu peraturan sampai bagaimana pelaksanaan tapera. setelah paham, silakan klo mau komen apapun. dan satu lagi, saya pribadi ketawa klo ada orang apalagi tokoh yang berhitung klo gaji sekian juta, dengan persentase sekian berarti sebulan dipotong sekian klo dikali beberapa tahun jadi sekian. dan mereka bilang kurang dong klo untuk beli rumah 😂 dlu bpjs juga gitu. dipotong misal 50 ribu dikali setahun cuma dapat 600 ribu. kurang dong buat operasi jantung 😂. nyatanya ikut bpjs 3 bulan, orang bisa rasakan manfaatnya klo harus pasang ring jantung. masalah ada pensiunan yg ikut bapertarum dan ketika pensiun cuma dapat ga seberapa ya karena tidak memanfaatkannya. jadi ketika akhir masanya dan diambil, dia tidak mendapatkan imbal hasilnya. budayakan baca dan riset. #tabayyun",True
474,@lindranurbanirahman8476,2024-06-13T17:40:30Z,0,"Bang Ray, coba bahas emiten GOTO. Soalnya petinggi-petingginya banyak yang hengkang dari perusahaannya serta melakukan PHK lagi di bulan Juni 2024 ini.",True
475,@furyandriwahyudi6692,2024-06-13T16:56:33Z,0,"negara kekurangan duit,rakyat sendiri dipaksa nabung dgn logo tapera untuk nombok kekurangan program2 ikn dikalimantan.selain itu juga dibikin ormas2 izin pertambangan biar negara dapat royalti buat tambahan dana buat ikn",True
476,@zafrangibran9453,2024-06-13T15:32:50Z,0,"Kondisinya belum pas jika di paksakan program Tapera ini ...
Dan kebijakan ini tidak pas dengan ukuran pendapat pekerjaan di Indonesia.

Pemerintah seharusnya memberikan alternatif jaminan untuk kepastian lapangan pekerjaan.

Pikirkan generasi muda mengenai lapangan pekerjaan.

Lebih utamanya adalah permasalahan korupsi.

Mau apapun program pemerintah selama pemberantasan dan pencegahan korupsi belim baik, selam itu juga Indonesia akan menjadi baik u keberlangsungan kehidupan bangsa dan negara.",True
477,@ridwanharris8861,2024-06-13T15:18:11Z,0,Percuma pak klo yg kol 5 kan ga bisa ambil KPR 😂😂😂 tapera sampah klo menurut gw,True
478,@lulzsec220,2024-06-13T15:03:19Z,0,"kamu itu semua yg diprogramkan jokowi tetap kamu dukung, karna kamu orang jokowi. itu aja intinya",True
479,@owlgamer9559,2024-06-13T14:38:08Z,0,😂saya yang gaji nya di bawah 1 jt gimana nih di potong 3% ga?,True
480,@fazrulchannel5863,2024-06-13T14:26:10Z,0,Momennya kurang pas bang. Skrg ini kan byk berita berbagai skandal korupsi jadi ngeper juga pegawe,True
481,@davidkurniawanhartono9897,2024-06-13T13:48:43Z,0,Kalo hukum di Indonesia tajem ke korupsi mungkin rakyat juga ga bakalan keberatan dengan adanya program tapera ini.. Korupsi tembak mati asset disita sisain 10% .. Pasti rakyat mau ikut tapera,True
482,@cryptomania9222,2024-06-13T13:38:49Z,0,"yg cuma jadi ""wakil"" untuk ""mewakili rakyat"" harusnya gak lebih sejahtera dari yang diwakilkan
emanxya ada wakil yg gajinya lebih tinggi dari yang diwakilkan??
yg jadi wakil lebih sejahtera dari yg diwakili,lantas mau ngewakilin apa???
ngewakilin bisa jalan2 keluar negeri,ngewakilin ngelonte,ngewakilin foya2....

sekali2 ngewakilin  rakyat yg dipenjara karena nyolong beras...
ups...tar dipenjara pun bisa kaya di apartemen pribadi,,,gak dikumpulin jadi 1 dg napi2 yg laen......

wakil rakyat kaga guna,,,,,,",True
483,@khalishafitri288,2024-06-13T13:30:15Z,0,"At least uangnya buat bayar utang lah, ini mah buat pribadi",True
484,@harryfirmanto3095,2024-06-13T13:29:58Z,0,Masa rakyat disuruh percaya sama gerombolan residivis penipu?,True
485,@suryous6924,2024-06-13T13:28:27Z,0,berita 271T kalo buat bayar tapera berapa banyak orang ya yang bisa menerima rumah tanpa membeli,True
486,@LifeObserver91,2024-06-13T13:14:44Z,0,"intinya kepercayaan masyarakat kepada pemerintah saat ini sangat rendah Koh..

Masalahnya di situ..
Presidennya tiap ngomong A, actionnya B..
Janji A, endingnya B..

gak bisa dipegang janjinya..

Kondisi ini tentu bikin rakyat sensitif kalau ada tarikan macam-macam.

Beda kalau kondisinya pemerintah dipercaya rakyat, dengan bukti minimnya kasus korupsi..",True
487,@Ketihviala,2024-06-13T13:13:02Z,0,"Sebenernya Programnya bagus , pake banget mungkin pemerintah ya emang ""butuh duit"" buat keperluan apa dengan kedok Tapera tp ya ga pengalihan isssue juga tadinya perumahan trus jadi regulasi dll lah , masyarakat indo itu simpel orangnya karena ya minim literasi dan minat bacanya malas juga jadi musti kerja nyata biar bangun kepercayaan , tapi kepercayaan aja udah sulit dari dulu banget sistem pemerintahan yang tidak simpel yang bikin rakyat bikin males , contoh gw  bayar STNK aja musti 3 jam lebih balik sana balik sini , sampe yang penunggunya cuma nulisin NAMA GW AJA BAYAR 20RB ! APA ITU NAMA GW DOANG ANJIM , trus ngecek nomor di motor ( di deket tanki bensin klo beat ) bayar 10Rb yg bener aja tulisan segede gaban ""NO PUNGLI"" , dn klo gabayar pasti mukanya masam banget kyk jijik liat org miskin :)  . tapera tapera anjim",True
488,@FIGHT_GG,2024-06-13T13:09:51Z,0,"fight against the evilness is difficult, complex, enigmatic, arduous, laborious, exhausting, intricate, and involute.. we're fvcked... T_T",True
489,@laksonodwihendarto9359,2024-06-13T12:57:10Z,0,UU tapera aslinya ga yang seperti diumumkan presiden bang. Aslinya ga diwajibkan.,True
490,@kapiranable,2024-06-13T12:39:01Z,0,yang kaya pasti dukung tapera....,True
491,@indonesiauntukanakcucukita5771,2024-06-13T12:32:29Z,0,"Jangan risau, kekayaan alam Indonesia masih banyak. Jual terus boss",True
492,@fellazyy2976,2024-06-13T12:31:34Z,0,"Listen, gw suka dan ngikutin banyak video lu Ray. Bagus2 video yg di upload. Tapi knp ya kali ini tumben2an kualitas video ini kualitasnya menurun, gk kyk biasanya?
-script nya belibet muter2 bgt. Di awal udh dijelasin skema Tapera gimana. Di tengah ngulang dibahas lg. Di awal udh bahas contoh program Tapera di luar negeri, trus diulangin lg di menit berikutnya. Pesan CTA nyaaa yg minta pemerintah bebenah masalah trust ini juga diulang2. What the hell Ray?
-video cut nya kebanyakan, gak tepat timingnya dan intonasinya, bikin gk natural, jadi ngerusak delivery obrolannya.
-cara delivery Ray juga keliatannya terburu2 gitu, gk santai kyk di video2 biasanya.

I have no intentions whatsoever. Sekedar observasi dari penonton setia sejak lama. Semoga bisa jadi masukan baik.",True
493,@justcake5992,2024-06-13T12:26:43Z,0,Korupsi di segala lini. Gimana gak skeptis sama kebijakan pemerintah dlm  mengelola uang,True
494,@eyenero3448,2024-06-13T12:08:47Z,0,"menurut gw masalah properti di indonesia khususnya di kota kota besar itu karena kebijakan pemerintah dalam kepemilikan properti, harga properti itu mahal dikarenakan banyak properti dikuasai segelintir orang, sedangkan yg membutuhkan banyak, ketika permintaan lebih tinggi dari barangnya, maka terjadi lonjakan harganya. Ya makanya banyak dari kita ga bisa punya rumah dikarenakan harga rumah sama pendapatan perkapita rata rata itu jauh dari kata bisa punya rumah. Tapi menurut kalian gmn?

solusinya, mungkin bisa dibuat regulasi atau kebijakan di mana pemerintah memberikan pajak yang berlipat ganda jika seseorang memeliki properti lebih dari satu tapi tidak digunakan sebagai tempat tinggal, kek di negara negara eropa.",True
495,@worldnews2660,2024-06-13T12:08:13Z,0,Tapera buat PNS aja ngap ngapan.,True
496,@bersintambunan9270,2024-06-13T12:02:28Z,0,Colektor money politik pejabat public Dalam TAPERA mengih paksa hasil jeri pyh rkyt buru ditagih buat ibarat miliki utang sah pada pemerintah lewat penentuan UU yg dibuat rejim dinsty,True
497,@bersintambunan9270,2024-06-13T11:57:49Z,0,"TAPERA=TURU ae PEJABAT RAKYAT,silkn buruh kerja cri uang banting tulang di lapangan hujan panas ma tau wak,tar kita paksa potong gaji pendapatan mreka lewat Tapera",True
498,@hirokageyama4422,2024-06-13T11:48:14Z,0,"100% ga bakalan work program ini di indonesia bakal dikorupsi, semua akar permasalahan di negeri ini itu kalau ditelusuri ujungnya adalah korupsi",True
499,@kotacipta,2024-06-13T11:41:15Z,0,"intinya cuman satu, rakyat ga percaya sama pemerintah. Mau program sebagus apapun, ga percaya. Sudah sering banget kecewa ..",True
500,@bangucok6605,2024-06-13T11:24:40Z,1,Koh tolong dibahas. Mengapa kristen di indonesia di hina di internet  sama oknum netizen ? Walaupun nggak semua netizen,True
501,@zoelsy5616,2024-06-13T11:23:50Z,0,Ada aj cara buat maling,True
502,@alimpaidojawabarat7889,2024-06-13T11:14:37Z,0,Itu TAPERA kan UNDANG UNDANG .. kenapa lo ributnya sekarang kayak nyalahin presiden sih? Prwsiden/ pemerintah kan harus ngejalanin UU..,True
503,@investasimilikku,2024-06-13T10:47:04Z,0,"tapera buat pns aja blm cair tuh brp m dipelototin ma ojk, ga bisa berharap lagi sama kpk sejak novel baswedan out jd melempem",True
504,@ganjarginanjar9145,2024-06-13T10:44:41Z,0,"gajih 3,6 di potong BPJS kesehatan,BPJS ketenagakerjaan,pajak sekarang tapera bahan pokok meroket tinggi  akhirnya pinjam pinjol gali lobang tu2p lobang engga sanggup bayar pusing putus asa bunuh diri tamat🤣🤣🤣🤣",True
505,@user-mk8vc4rn1q,2024-06-13T10:08:34Z,0,Indonesia itu terlalu banyak yg katanya wakil rakyat yg hobi maling. Semua program yg dijalankan berakhir di maling.,True
506,@klavier3112,2024-06-13T10:07:59Z,0,"Sekedar koreksi, Singapura bukan dipotong 37% tapi hanya 20% yg dipotong dari gaji kita. 17% nya perusahaan wajib menambahkan dan semua masuk ke CPF. Bagusnya semua jelas dan data bisa diakses kapan saja lewat website atau app, bunga masuk brp, keluar brp untuk biaya2 dan saldo ada brp",True
507,@fitraprastowo7864,2024-06-13T09:57:00Z,0,INTINYA RAKYAT UDAH GAK PERCAYA PEMERINTAH TITIK..KORUPTOR/MK/HAKIM/APARAT SEMUA BISA DI ATUR.,True
508,@lioneljordanyap9826,2024-06-13T09:44:43Z,0,"negara subur utk koruptor, sebelum diterapkan hukum pemiskinan dan hukuman mati, jgn keluar kebijakan menguras uang rakyat, g ada gunanya",True
509,@emporiopratama826,2024-06-13T09:37:29Z,0,"Tapera Pasti dikorupsi, tunggu tanggal mainnya😅",True
510,@arendelle_ok,2024-06-13T09:33:59Z,2,Butuh 100 tahun lagi buat daper rumah woyy..,True
511,@agustinussagala8205,2024-06-13T09:22:07Z,0,"Dirimu bro banyak omong..coba jual semua aset kamu punya bro..terus sumbangkan itu buat orang miskin,orang terlantar..baru ane acungkan jempol..",True
512,@gandaromatua6348,2024-06-13T09:17:48Z,0,Dari Jiwa dan Sanubari aku ga setuju tapera. Keadilan Hakiki dan bebas finansial harus ditegakkan,True
513,@uschanel3794,2024-06-13T09:09:49Z,0,msalahnya bang. . saat dia pensiun dia gak dpt rumah intinya itu,True
514,@bapakbapakPerum,2024-06-13T08:58:16Z,0,"jangankan tapera bang,, BPJS aja yang mau kita pakai ribetnya minta ampun...",True
515,@teguhpriy7082,2024-06-13T08:53:44Z,0,"Gimana mau percaya nabung ke pemerintah,, yg udah2 ajj d korupsi,, trus kalo udah d korupsi duit gag balik,,😂",True
516,@ikobae3307,2024-06-13T08:48:24Z,0,Semoga generasi ke depan generasi korupsi biar ngga ada rakyat menengah ke bawah karena sudah bunuh bunuhan yang ada budak,True
517,@aditroyal,2024-06-13T08:46:01Z,0,"Hukuman mati untuk koruptor, dan keluarganya dimiskinkan. Baru deh rakyat percaya",True
518,@tuanuang3406,2024-06-13T08:22:35Z,0,"Bang, nanya ya, itu bayar cicilan rumah lagi kaga?",True
519,@zulfikartputra,2024-06-13T08:06:44Z,0,"Apapun itu, sebelum RUU Perampasan Aset di sahkan, saya memilih distrust.",True
520,@harrywijanarkosetyawan2270,2024-06-13T08:05:02Z,0,"Bantu rakyat katanya tapi masih ambil bunga. Ambil untung juga ujungnya. dibikin fix lah harusnya, gk usah bunga2 an",True
521,@ridwanbambangsukedi2349,2024-06-13T07:38:18Z,0,Pemerintah ga usah urusin itu. Biar rakyat  pakai cara masing2 buat punya rumah,True
522,@JJRealive,2024-06-13T07:18:58Z,0,"Maaf Ya, kalau pekerja yang sudah Punya Rumah, Kenapa Harus di Paksa untuk di Potong.",True
523,@Baramada_channel,2024-06-13T07:05:23Z,0,Spill nilai matematika lu bang,True
524,@ibnusantosa26,2024-06-13T06:58:22Z,0,"Di negeri ini, semua peraturan terlihat bagus, tapi pelaksanaannya tidak pernah ada. Bahkan yg banyak terjadi malah diselewengkan",True
525,@yoi6969,2024-06-13T06:34:42Z,0,"Pak aku tahu kamu itu pintar, tapi lu massa buta sama sistem pemerintahan Indonesia sekarang lagi panas panas kasus korupsi. Di paksa tapera
Atas dasar apa rakyat bisa percaya.
Aku tau kamu itu pintar pak, tapi rakyat juga gak sebodoh itu",True
526,@woman-fact,2024-06-13T06:26:55Z,0,"Waktu bapakku PNS pensiun dini, katanya si data ga update so that pemerintah sempet ((ngasih kelebihan gaji)) selama 12 bulan gitu kalo ga salah, trus akhirnya bapak disuruh mengembalikan uang tersebut dulu biar uang pensiunnya cair. Gatau deh ini orang orang di atas itu managemen datanya gimana. Kalo datanya bagus korupnya kecium yak nantinya wkkw",True
527,@andyirwan975,2024-06-13T06:18:25Z,0,Mslh terbesarny ialah pemerintahny korupsi mkny warga gk pervaya lagi,True
528,@nulogistrory,2024-06-13T06:07:51Z,0,"Programnya bagus tapi rakyat sudah gak percaya sama pejabat pemerintah 
Yg punya tentara aja di embat apalagi rakyat jelita",True
529,@nandadewangga,2024-06-13T06:00:14Z,0,"setelah dengar ini, istilah "" lebih enak dinegri orang"" ,masih berlaku sih",True
530,@thanoskun,2024-06-13T05:58:48Z,0,"Program berkedok kurupsi sampah sebenarnya itu,kayak te*** jarigan cepat ternyata berkedok kurupsi:v",True
531,@Erfansj1,2024-06-13T05:57:07Z,0,"Klo pemerintah itu baik dan bisa dipercaya, sy diminta 5% perbulan jg ikhlas. Tp klo sdh gak percaya, vaksin gratis pun sy gak mau. Sy gak percaya",True
532,@LaiLa-pd5ke,2024-06-13T05:52:28Z,0,"Biaya kesehatan aja masih mahal, ya krn dana untuk kesehatan bnyak di selewengkan.  makin kesini makin aneh , bangkitlah Indonesia ku",True
533,@opiniapini8061,2024-06-13T05:40:20Z,0,"Masalah utamanya ya kepercayaan, korupsi dll,",True
